CMDLINE /mnt/c/Users/watermana/2023-24/CSC4801-DataSciencePracticum/newWangLab/wanglab/wang/bin/python mvp/Test_FE.py
MEM 9261.820312 1712909165.0996
MEM 9271.820312 1712909165.2000
MEM 9287.820312 1712909165.3004
MEM 9303.820312 1712909165.4008
MEM 9311.820312 1712909165.5011
MEM 9323.820312 1712909165.6015
MEM 9331.820312 1712909165.7019
MEM 9343.820312 1712909165.8023
MEM 9355.820312 1712909165.9026
MEM 9367.820312 1712909166.0030
MEM 9377.820312 1712909166.1034
MEM 9391.820312 1712909166.2038
MEM 9407.820312 1712909166.3041
MEM 9423.820312 1712909166.4044
MEM 9441.820312 1712909166.5048
MEM 9453.820312 1712909166.6051
MEM 9467.820312 1712909166.7055
MEM 9479.820312 1712909166.8059
MEM 9489.820312 1712909166.9064
MEM 9501.820312 1712909167.0067
MEM 9511.820312 1712909167.1071
MEM 9527.820312 1712909167.2075
MEM 9541.820312 1712909167.3079
MEM 9553.820312 1712909167.4083
MEM 9565.820312 1712909167.5087
MEM 9573.820312 1712909167.6091
MEM 9585.820312 1712909167.7095
MEM 9597.820312 1712909167.8099
MEM 9617.820312 1712909167.9104
MEM 9629.820312 1712909168.0108
MEM 9643.820312 1712909168.1112
MEM 9657.820312 1712909168.2115
MEM 9671.820312 1712909168.3118
MEM 9685.820312 1712909168.4122
MEM 9695.820312 1712909168.5125
MEM 9707.820312 1712909168.6129
MEM 9719.820312 1712909168.7132
MEM 9733.820312 1712909168.8136
MEM 9739.820312 1712909168.9139
MEM 9745.820312 1712909169.0142
MEM 9759.820312 1712909169.1146
MEM 9773.820312 1712909169.2150
MEM 9793.820312 1712909169.3153
MEM 9805.820312 1712909169.4157
MEM 9819.820312 1712909169.5161
MEM 9833.820312 1712909169.6165
MEM 9845.820312 1712909169.7168
MEM 9857.820312 1712909169.8172
MEM 9871.820312 1712909169.9176
MEM 9881.820312 1712909170.0180
MEM 9895.820312 1712909170.1183
MEM 9911.820312 1712909170.2186
MEM 9925.820312 1712909170.3191
MEM 9941.820312 1712909170.4195
MEM 9957.820312 1712909170.5199
MEM 9975.820312 1712909170.6202
MEM 9989.820312 1712909170.7206
MEM 10005.820312 1712909170.8209
MEM 10025.820312 1712909170.9213
MEM 10049.820312 1712909171.0217
MEM 10067.820312 1712909171.1221
MEM 10083.820312 1712909171.2225
MEM 10095.820312 1712909171.3228
MEM 10111.820312 1712909171.4232
MEM 10127.820312 1712909171.5236
MEM 10145.820312 1712909171.6240
MEM 10177.820312 1712909171.7243
MEM 10219.820312 1712909171.8248
MEM 10251.820312 1712909171.9251
MEM 10279.820312 1712909172.0259
MEM 10295.820312 1712909172.1264
MEM 10311.820312 1712909172.2268
MEM 10349.820312 1712909172.3272
MEM 10389.820312 1712909172.4275
MEM 10403.820312 1712909172.5278
MEM 10415.820312 1712909172.6282
MEM 10441.062500 1712909172.7288
MEM 10457.046875 1712909172.8291
MEM 10473.804688 1712909172.9294
MEM 10479.476562 1712909173.0298
MEM 10483.085938 1712909173.1302
MEM 10487.210938 1712909173.2308
MEM 10493.914062 1712909173.3311
MEM 10499.328125 1712909173.4315
MEM 10509.640625 1712909173.5318
MEM 10515.312500 1712909173.6323
MEM 10539.804688 1712909173.7327
MEM 10539.804688 1712909173.8331
MEM 10541.351562 1712909173.9334
MEM 10552.953125 1712909174.0339
MEM 10556.820312 1712909174.1343
MEM 10559.656250 1712909174.2346
MEM 10567.132812 1712909174.3350
MEM 10578.734375 1712909174.4355
MEM 10589.261719 1712909174.5360
MEM 10593.644531 1712909174.6365
MEM 10602.667969 1712909174.7369
MEM 10607.308594 1712909174.8373
MEM 10609.562500 1712909174.9376
MEM 10615.234375 1712909175.0380
MEM 10622.195312 1712909175.1383
MEM 10623.484375 1712909175.2387
MEM 10627.285156 1712909175.3391
MEM 10657.449219 1712909175.4409
MEM 10665.699219 1712909175.5414
MEM 10671.371094 1712909175.6419
MEM 10679.363281 1712909175.7424
MEM 10686.582031 1712909175.8428
MEM 10695.355469 1712909175.9432
MEM 10701.355469 1712909176.0435
MEM 10711.511719 1712909176.1440
MEM 10713.511719 1712909176.2445
MEM 10717.511719 1712909176.3449
MEM 10723.617188 1712909176.4453
MEM 10729.546875 1712909176.5456
MEM 10734.960938 1712909176.6460
MEM 10742.179688 1712909176.7464
MEM 10750.171875 1712909176.8468
MEM 10764.351562 1712909176.9474
MEM 10782.656250 1712909177.0477
MEM 10795.289062 1712909177.1485
MEM 10799.414062 1712909177.2496
MEM 10806.117188 1712909177.3502
MEM 10810.757812 1712909177.4507
MEM 10816.429688 1712909177.5512
MEM 10825.710938 1712909177.6515
MEM 10831.382812 1712909177.7518
MEM 10836.281250 1712909177.8522
MEM 10839.812500 1712909177.9526
MEM 10838.203125 1712909178.0529
MEM 10838.406250 1712909178.1533
MEM 10834.335938 1712909178.2541
MEM 10825.464844 1712909178.3545
MEM 10822.437500 1712909178.4548
MEM 10832.515625 1712909178.5553
MEM 10837.789062 1712909178.6557
MEM 10848.125000 1712909178.7560
MEM 10856.960938 1712909178.8565
MEM 10863.992188 1712909178.9570
MEM 10870.617188 1712909179.0573
MEM 10873.585938 1712909179.1577
MEM 10874.667969 1712909179.2581
MEM 10874.335938 1712909179.3585
MEM 10876.269531 1712909179.4592
MEM 10874.582031 1712909179.5606
MEM 10871.605469 1712909179.6611
MEM 10873.058594 1712909179.7616
MEM 10885.601562 1712909179.8622
MEM 10895.035156 1712909179.9626
MEM 10893.125000 1712909180.0631
MEM 10891.273438 1712909180.1635
MEM 10889.398438 1712909180.2638
MEM 10889.496094 1712909180.3643
MEM 10887.074219 1712909180.4647
MEM 10861.417969 1712909180.5651
MEM 10866.410156 1712909180.6655
MEM 10871.125000 1712909180.7658
MEM 10876.371094 1712909180.8663
MEM 10880.582031 1712909180.9667
MEM 10878.515625 1712909181.0671
MEM 10875.832031 1712909181.1674
MEM 10881.742188 1712909181.2679
MEM 10895.593750 1712909181.3683
MEM 10897.550781 1712909181.4687
MEM 10896.281250 1712909181.5691
MEM 10894.429688 1712909181.6694
MEM 10892.886719 1712909181.7698
MEM 10889.742188 1712909181.8703
MEM 10888.910156 1712909181.9706
MEM 10886.250000 1712909182.0710
MEM 10887.605469 1712909182.1713
MEM 10885.082031 1712909182.2721
MEM 10882.472656 1712909182.3725
MEM 10883.355469 1712909182.4729
MEM 10889.214844 1712909182.5733
MEM 10895.621094 1712909182.6737
MEM 10906.035156 1712909182.7741
MEM 10904.707031 1712909182.8745
MEM 10902.691406 1712909182.9749
MEM 10902.921875 1712909183.0753
MEM 10902.367188 1712909183.1757
MEM 10905.300781 1712909183.2761
MEM 10905.601562 1712909183.3765
MEM 10909.640625 1712909183.4769
MEM 10914.175781 1712909183.5772
MEM 10913.113281 1712909183.6776
MEM 10911.000000 1712909183.7780
MEM 10909.601562 1712909183.8783
MEM 10921.363281 1712909183.9788
MEM 10928.171875 1712909184.0792
MEM 10928.945312 1712909184.1796
MEM 10929.046875 1712909184.2799
MEM 10926.472656 1712909184.3803
MEM 10922.355469 1712909184.4807
MEM 10920.757812 1712909184.5811
MEM 10888.179688 1712909184.6815
MEM 10892.824219 1712909184.7820
MEM 10899.828125 1712909184.8823
MEM 10903.261719 1712909184.9827
MEM 10906.933594 1712909185.0831
MEM 10914.121094 1712909185.1835
MEM 10927.707031 1712909185.2839
MEM 10931.417969 1712909185.3842
MEM 10931.656250 1712909185.4846
MEM 10933.457031 1712909185.5851
MEM 10932.945312 1712909185.6855
MEM 10929.824219 1712909185.7859
MEM 10937.609375 1712909185.8863
MEM 10943.488281 1712909185.9868
MEM 10949.667969 1712909186.0872
MEM 10948.292969 1712909186.1875
MEM 10953.156250 1712909186.2879
MEM 10953.156250 1712909186.3883
MEM 10953.773438 1712909186.4887
MEM 10953.773438 1712909186.5891
MEM 10953.773438 1712909186.6894
MEM 10949.562500 1712909186.7897
MEM 10949.562500 1712909186.8901
MEM 10949.562500 1712909186.9905
MEM 10949.562500 1712909187.0909
MEM 10949.792969 1712909187.1912
MEM 10949.792969 1712909187.2917
MEM 10951.226562 1712909187.3923
MEM 10951.226562 1712909187.4926
MEM 10951.226562 1712909187.5929
MEM 10951.226562 1712909187.6935
MEM 10951.226562 1712909187.7939
MEM 10951.226562 1712909187.8942
MEM 10952.835938 1712909187.9947
MEM 10954.312500 1712909188.0951
MEM 10955.617188 1712909188.1954
MEM 10955.875000 1712909188.2957
MEM 10957.421875 1712909188.3961
MEM 10957.421875 1712909188.4964
MEM 10957.421875 1712909188.5968
MEM 10957.421875 1712909188.6972
MEM 10957.421875 1712909188.7976
MEM 10957.421875 1712909188.8980
MEM 10957.421875 1712909188.9983
MEM 10957.421875 1712909189.0987
MEM 10957.421875 1712909189.1990
MEM 10957.421875 1712909189.2994
MEM 10955.035156 1712909189.3997
MEM 10951.085938 1712909189.5001
MEM 10951.085938 1712909189.6004
MEM 10951.085938 1712909189.7008
MEM 10951.085938 1712909189.8012
MEM 10951.085938 1712909189.9015
MEM 10951.085938 1712909190.0018
MEM 10951.085938 1712909190.1023
MEM 10951.085938 1712909190.2026
MEM 10951.085938 1712909190.3030
MEM 10951.085938 1712909190.4033
MEM 10951.085938 1712909190.5037
MEM 10951.085938 1712909190.6040
MEM 10951.085938 1712909190.7043
MEM 10951.085938 1712909190.8047
MEM 10951.085938 1712909190.9051
MEM 10951.085938 1712909191.0054
MEM 10951.085938 1712909191.1058
MEM 10951.085938 1712909191.2061
MEM 10951.085938 1712909191.3065
MEM 10951.085938 1712909191.4068
MEM 10951.085938 1712909191.5071
MEM 10951.085938 1712909191.6075
MEM 10951.085938 1712909191.7078
MEM 10951.085938 1712909191.8081
MEM 10951.085938 1712909191.9084
MEM 10951.085938 1712909192.0088
MEM 10951.085938 1712909192.1091
MEM 10951.085938 1712909192.2094
MEM 10951.085938 1712909192.3097
MEM 10951.085938 1712909192.4101
MEM 10951.085938 1712909192.5110
MEM 10951.085938 1712909192.6113
MEM 10951.085938 1712909192.7116
MEM 10951.085938 1712909192.8120
MEM 10951.085938 1712909192.9123
MEM 10951.085938 1712909193.0126
MEM 10951.085938 1712909193.1129
MEM 10951.085938 1712909193.2133
MEM 10951.085938 1712909193.3137
MEM 10951.085938 1712909193.4140
MEM 10951.085938 1712909193.5143
MEM 10951.085938 1712909193.6147
MEM 10951.085938 1712909193.7151
MEM 10951.085938 1712909193.8155
MEM 10951.085938 1712909193.9158
MEM 10951.085938 1712909194.0162
MEM 10951.085938 1712909194.1165
MEM 10951.085938 1712909194.2169
MEM 10951.085938 1712909194.3172
MEM 10951.085938 1712909194.4176
MEM 10951.085938 1712909194.5179
MEM 10951.085938 1712909194.6183
MEM 10951.085938 1712909194.7187
MEM 10951.085938 1712909194.8190
MEM 10951.085938 1712909194.9194
MEM 10951.085938 1712909195.0197
MEM 10951.085938 1712909195.1201
MEM 10951.085938 1712909195.2205
MEM 10951.085938 1712909195.3208
MEM 10951.085938 1712909195.4212
MEM 10951.085938 1712909195.5216
MEM 10951.085938 1712909195.6219
MEM 10951.085938 1712909195.7223
MEM 10951.085938 1712909195.8227
MEM 10951.085938 1712909195.9230
MEM 10951.085938 1712909196.0233
MEM 10951.085938 1712909196.1236
MEM 10951.085938 1712909196.2240
MEM 10951.085938 1712909196.3243
MEM 10951.085938 1712909196.4246
MEM 10951.085938 1712909196.5250
MEM 10951.085938 1712909196.6253
MEM 10951.085938 1712909196.7256
MEM 10951.085938 1712909196.8259
MEM 10951.085938 1712909196.9263
MEM 10951.085938 1712909197.0266
MEM 10951.085938 1712909197.1269
MEM 10951.085938 1712909197.2273
MEM 10951.085938 1712909197.3276
MEM 10951.085938 1712909197.4280
MEM 10951.085938 1712909197.5284
MEM 10951.085938 1712909197.6291
MEM 10951.085938 1712909197.7294
MEM 10951.085938 1712909197.8298
MEM 10951.085938 1712909197.9302
MEM 10951.085938 1712909198.0305
MEM 10951.085938 1712909198.1309
MEM 10951.085938 1712909198.2312
MEM 10951.085938 1712909198.3317
MEM 10951.085938 1712909198.4320
MEM 10951.085938 1712909198.5323
MEM 10951.085938 1712909198.6327
MEM 10951.085938 1712909198.7331
MEM 10951.085938 1712909198.8335
MEM 10951.085938 1712909198.9338
MEM 10951.085938 1712909199.0343
MEM 10951.085938 1712909199.1346
MEM 10951.085938 1712909199.2350
MEM 10951.085938 1712909199.3354
MEM 10951.085938 1712909199.4357
MEM 10951.085938 1712909199.5361
MEM 10951.085938 1712909199.6365
MEM 10951.085938 1712909199.7369
MEM 10951.085938 1712909199.8372
MEM 10951.085938 1712909199.9375
MEM 10951.085938 1712909200.0379
MEM 10951.085938 1712909200.1383
MEM 10951.085938 1712909200.2386
MEM 10951.085938 1712909200.3390
MEM 10951.085938 1712909200.4393
MEM 10951.085938 1712909200.5397
MEM 10951.085938 1712909200.6400
MEM 10951.085938 1712909200.7404
MEM 10951.902344 1712909200.8408
MEM 10951.902344 1712909200.9412
MEM 10953.906250 1712909201.0416
MEM 10955.750000 1712909201.1419
MEM 10963.312500 1712909201.2422
MEM 10978.265625 1712909201.3426
MEM 10978.265625 1712909201.4430
MEM 10991.957031 1712909201.5434
MEM 11019.183594 1712909201.6438
MEM 11031.488281 1712909201.7442
MEM 11029.324219 1712909201.8446
MEM 11042.214844 1712909201.9450
MEM 11059.488281 1712909202.0453
MEM 11067.343750 1712909202.1456
MEM 11106.273438 1712909202.2460
MEM 11121.761719 1712909202.3464
MEM 11133.121094 1712909202.4468
MEM 11143.667969 1712909202.5471
MEM 11156.808594 1712909202.6475
MEM 11168.390625 1712909202.7482
MEM 11182.312500 1712909202.8487
MEM 11194.394531 1712909202.9491
MEM 11214.218750 1712909203.0495
MEM 11226.468750 1712909203.1499
MEM 11234.039062 1712909203.2503
MEM 11234.406250 1712909203.3507
MEM 11232.179688 1712909203.4511
MEM 11247.648438 1712909203.5515
MEM 11272.398438 1712909203.6519
MEM 11259.933594 1712909203.7524
MEM 11268.910156 1712909203.8527
MEM 11280.269531 1712909203.9531
MEM 11324.015625 1712909204.0534
MEM 11351.550781 1712909204.1538
MEM 11359.285156 1712909204.2541
MEM 11376.187500 1712909204.3545
MEM 11386.792969 1712909204.4549
MEM 11400.644531 1712909204.5553
MEM 11401.769531 1712909204.6559
MEM 11392.179688 1712909204.7563
MEM 11399.089844 1712909204.8567
MEM 11408.871094 1712909204.9572
MEM 11419.007812 1712909205.0576
MEM 11428.578125 1712909205.1584
MEM 11429.511719 1712909205.2587
MEM 11428.386719 1712909205.3592
MEM 11427.011719 1712909205.4595
MEM 11412.097656 1712909205.5599
MEM 11430.402344 1712909205.6602
MEM 11408.671875 1712909205.7606
MEM 11464.890625 1712909205.8610
MEM 11463.515625 1712909205.9614
MEM 11465.425781 1712909206.0619
MEM 11469.835938 1712909206.1623
MEM 11456.703125 1712909206.2626
MEM 11432.984375 1712909206.3630
MEM 11437.535156 1712909206.4634
MEM 11429.320312 1712909206.5638
MEM 11412.738281 1712909206.6644
MEM 11431.777344 1712909206.7648
MEM 11429.679688 1712909206.8652
MEM 11451.367188 1712909206.9673
MEM 11449.535156 1712909207.0677
MEM 11458.324219 1712909207.1681
MEM 11429.031250 1712909207.2686
MEM 11446.562500 1712909207.3690
MEM 11465.156250 1712909207.4693
MEM 11478.652344 1712909207.5697
MEM 11472.085938 1712909207.6701
MEM 11464.558594 1712909207.7704
MEM 11490.371094 1712909207.8711
MEM 11510.769531 1712909207.9714
MEM 11470.597656 1712909208.0719
MEM 11489.230469 1712909208.1723
MEM 11476.851562 1712909208.2727
MEM 11455.296875 1712909208.3732
MEM 11472.875000 1712909208.4736
MEM 11439.710938 1712909208.5740
MEM 11439.687500 1712909208.6744
MEM 11430.687500 1712909208.7748
MEM 11404.050781 1712909208.8752
MEM 11384.761719 1712909208.9755
MEM 11361.617188 1712909209.0758
MEM 11323.128906 1712909209.1761
MEM 11232.863281 1712909209.2765
MEM 11258.121094 1712909209.3769
MEM 11170.011719 1712909209.4773
MEM 11285.195312 1712909209.5777
MEM 11254.308594 1712909209.6781
MEM 11234.898438 1712909209.7785
MEM 11178.453125 1712909209.8789
MEM 11169.652344 1712909209.9793
MEM 11131.160156 1712909210.0797
MEM 11045.421875 1712909210.1801
MEM 11038.656250 1712909210.2805
MEM 11011.296875 1712909210.3810
MEM 10965.890625 1712909210.4815
MEM 11003.363281 1712909210.5838
MEM 0.000000 1712909210.7005
MEM 0.000000 1712909210.8014
MEM 0.000000 1712909210.9018
MEM 0.000000 1712909211.0024
